X,Y,OBJECTID,FOLIO,ID,NAME,ADDRESS,CITY,ZIPCODE,PHONE,CONTACT,CLASS,TOTACRE,TYPE,DEVELOP,MNGTAGCY,LAT,LON,POINT_X,POINT_Y,SOURCEGLOBALID,SOURCECREATIONDATE,SOURCECREATOR,SOURCEEDITDATE,SOURCEEDITOR,CREATEDBY,CREATEDDATE,MODIFIEDBY,MODIFIEDDATE,GlobalID
-8936901.62270001,2976960.2663,125, ,311951,Circle Park,Westward Dr & Curtiss Pkwy,Miami Springs,33166,305-805-5075,305-805-5075,Metropolitan Park,1,Local,Undeveloped,Miami Springs,25.82126,-80.28155,892489.896453079,541373.884157486,EC94C880-D230-49F4-82C4-088F9FA1E804,2021/10/21 15:23:25+00,MiamiSpringsPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:04+00,PROSM,2024/03/05 07:27:43+00,add39019-cd92-4761-b10d-c1ae98875a55
-8943317.32600001,2982697.1267,126,2730040040052,300353,Bernie Wilson Park/ Brothers to the Rescue,NW 87th Ave & W Okeechobee Rd,Hialeah Gardens,33016,305-558-2331, ,Mini Park,0,Local,Fully Developed,Hialeah Gardens,25.86764,-80.33918,873457.569688413,558129.956288323,E8D46721-6CA2-4FB8-A4E3-5CD0FE6C09E7,2021/10/21 15:23:25+00,HialeahGardensPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:08+00,PROSM,2024/03/05 07:27:50+00,0a90b651-cddc-4918-9087-d75bb1b83e7c
-8939199.18940001,2988089.0149,127,3220240220680,202420,ML Tax Dist.- (p-59),15210 Durnford Dr,Miami Lakes,33014,305-698-9308, ,Mini Park,0,Local,Undeveloped,Miami Lakes,25.91121,-80.30219,885538.093755662,574030.95466999,6942A7F5-57F9-436D-B2F2-2CA694AB06C5,2021/10/21 15:23:25+00,MiamiLakesPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:23+00,PROSM,2024/03/05 07:28:15+00,2ab06c81-7f9b-4638-a462-a8b9d897a8af
-8939199.35650001,2975427.6474,128,2630250010300,302550,Virginia Gardens Parks and Community Center,6550 NW 38th Ter,Virginia Gardens,33166,305-871-6104, ,Community/Neighborhood,2.84412413583,Local,Fully Developed,Virginia Gardens,25.80886,-80.30219,885735.225579247,536830.499215409,10B51510-A79D-4E0E-8F22-A9B2F77AF99D,2021/10/21 15:23:25+00,VirginiaGardensPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:18+00,PROSM,2024/03/05 07:28:05+00,be035372-e73c-4ff8-a7b9-2bd2ef2bbd59
-8937440.39380001,2968676.9043,129,0341070170010,411851,Country Club Prado,"1820 COUNTRY CLUB PRADO, CORAL GABLES, 33134",Coral Gables,33134,305-460-5620,Fabio Rodriguez,Neighborhood Park,1,Local,Fully Developed,Coral Gables,25.75426,-80.28639,890884.748389024,517049.437665261,87B1859B-B4EC-474D-BA4C-E74E679F6AE2,2021/10/21 15:23:25+00,CoralGablesPark,2024/05/08 15:13:22+00,CoralGablesPark,PROSM,2024/01/31 10:03:10+00,PROSM,2024/05/14 15:56:44+00,fb37f4d8-27a5-4327-9f73-329e5999b445
-8923328.22490001,2989737.8684,130,0722160120350,ITD35,Barry Silverman Park,2017 NE 161st St,North Miami Beach,33162,305-948-2957, ,Community/Neighborhood,2.29999999999,Local,Fully Developed,North Miami Beach,25.92454,-80.15962,932372.389194496,579148.141942158,FEDCB4DA-BFF9-4554-B481-8D83BBEABA6F,2021/10/21 15:23:25+00,NorthMiamiBeachPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:45+00,PROSM,2024/03/05 07:28:49+00,c4b531fc-eb43-4879-bf9d-a00e0d33cd06
-8925649.82280001,2980038.4407,131,0132070380390,320753,Belle Meade Mini Park,775 NE 77th St,Miami,33138,305-960-2946, ,Mini Park,0,Local,Fully Developed,Miami,25.84615,-80.18047,925695.587587494,550612.275457576,58FE7C99-6106-40A7-BEED-E669421A4EAB,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:39+00,PROSM,2024/03/05 07:28:40+00,d35e1ba1-1bb6-4e47-a6dd-651b786c9670
-8934750.95080001,2976054.0139,132,0431200100700,312050,Southeast Park,1015 SE 9th Ave,Hialeah,33010,305-883-8024,William Sanchez,Neighborhood Park,2,Local,Fully Developed,Hialeah,25.81393,-80.26223,898871.814135414,538743.295586653,22D01398-10B6-4AFA-8F7E-BB179FBFEC1A,2021/10/21 15:23:25+00,HialeahPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:13+00,PROSM,2024/03/05 07:27:59+00,3c3706d3-729e-4e74-87b4-9dc29a977ca2
-8940616.41630001,2988344.9356,133,3220140070740,202323,ML Tax Dist.- (p-40),7014 Crown Gate Pl,Miami Lakes,33014,305-698-9308, ,Mini Park,0,Local,Undeveloped,Miami Lakes,25.91328,-80.31492,881349.285532247,574760.479457654,101ABC4A-9F7A-4CA0-90C5-723D9A829492,2021/10/21 15:23:25+00,MiamiLakesPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:33+00,PROSM,2024/03/05 07:28:31+00,668b0de6-24e6-4e20-a425-a5416f7146d6
-8936122.58650001,2967960.4632,134,0341180010740,,Robert J. Fewell Park,"950 CORAL WAY, CORAL GABLES, 33134",Coral Gables,33134,305-460-5620,Fabio Rodriguez,Neighborhood Park,0.63,Local,Open Space,Coral Gables,25.74847,-80.27456,895085.685414036,514922.842499618,6F9E4915-B2C9-4B48-AC89-1FE404656D06,2021/10/21 15:23:25+00,CoralGablesPark,2024/05/23 17:47:56+00,E327883@miamidade.gov_MDC,PROSM,2024/01/31 10:03:39+00,PROSM,2024/05/29 07:42:53+00,bccfb176-6535-4d4b-b32a-3dc150d65aa9
-8941096.64120001,2987541.3563,135,3220230081590,202317,ML Tax Dist.- (p-32),Big Cypress Ct & Twin Sabal Dr,Miami Lakes,33014,305-698-9308, ,Mini Park,1,Local,Undeveloped,Miami Lakes,25.90679,-80.31923,879943.525548495,572393.079008743,846018D5-0843-43FF-B061-1CB42C3C1231,2021/10/21 15:23:25+00,MiamiLakesPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:17+00,PROSM,2024/03/05 07:28:04+00,e74ce4c0-4ebd-4322-982f-b55c8af60d93
-8932515.84980001,2966156.8507,136,0141210190030,411651,Blanche Park,3045 Shipping Ave,Miami,33133,305-960-2946, ,Specialized,0.88,Local,Fully Developed,Miami,25.73387,-80.24215,905644.598161995,509680.850430824,C1695892-8757-44D6-B754-34F98FFFEE98,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:26+00,PROSM,2024/03/05 07:28:19+00,df2b3b06-9707-40ff-9bf8-504b8ee24323
-8924593.46870001,2982194.9665,137,1132050100250,320652,North Bayshore Park Miami Shores,N Bayshore Dr / NE 95th St,Miami Shores,33138,305-758-8103, ,Mini Park,0,Local,Undeveloped,Miami Shores,25.86358,-80.17098,928776.644417495,556968.349687658,08400ABB-044F-4532-BAA0-25FEE5F832E7,2021/10/21 15:23:25+00,MiamiShoresPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:38+00,PROSM,2024/03/05 07:28:39+00,973cc4be-6386-470c-9672-1818f93780d2
-8922105.33550001,2987457.2956,138,0622210000030,222152,North Miami Interama Property,15000 Bay Vista Blvd,North Miami,33181,305-895-9840, ,District,107.47727218205,Local,Undeveloped,North Miami,25.90611,-80.14863,936026.590875577,572473.815395825,07F75498-E808-418A-83C3-B73CEB5B24BC,2021/10/21 15:23:25+00,NorthMiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:21+00,PROSM,2024/03/05 07:28:11+00,16bb2dee-c0e7-4067-a767-a4e1d95a1974
-8924423.40920001,2977352.9033,139, ,322050,Morningside Picnic Islands,3 Spoil Island Banks Off Morningsid,Miami,33140,305-795-1834, ,Special Activity Park,4,Area-Wide,Undeveloped,Miami,25.82443,-80.16946,929368.935883828,542742.848611154,94FC6EC9-78D9-4498-8331-9B821501E475,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:12+00,PROSM,2024/03/05 07:27:57+00,2226d9ef-2797-485d-8f36-4db59a10997a
-8936111.06470001,2968554.9466,140,0341080015090,,Coral Gables Golf & Country Club,"997 N GREENWAY DR, CORAL GABLES, 33134",Coral Gables,33134,305-460-5600,Fabio Rodriguez,Community Park,3.21,Local,Development,Coral Gables,25.75328,-80.27445,894974.411490773,516674.290184733,340EDA9B-2E16-4B20-8FF8-A16BAA7BF257,2024/05/03 11:38:49+00,CoralGablesPark,2024/05/08 14:46:59+00,CoralGablesPark,PROSM,2024/05/03 21:00:23+00,PROSM,2024/05/14 15:56:43+00,917a4495-3614-4051-91fc-8bc2d4a50e24
-8928875.12150001,2975695.1061,141,0131230460020,312352,Moore Park/Ashe-Buchholz Tennis Ctr,765 NW 36th St,Miami,33127,305-960-5166,KIM SANDS,Community/Neighborhood,17,Local,Fully Developed,Miami,25.81103,-80.20945,916243.076308828,537789.209896408,0FB877CC-634A-47C6-8F2A-42C9FA442D21,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:37+00,PROSM,2024/03/05 07:28:37+00,01c6246b-eed6-4d5e-972a-e8fa2bd657a0
-8943992.47650001,2951860.4134,142,3350280000410,502801,Perrine Wayside (Dog) Park,16425 S Dixie Hwy,Palmetto Bay,33157,305-259-1234,305-259-1234,Community Park,3,Local,Fully Developed,Palmetto Bay,25.61812,-80.34525,871913.358866081,467430.822726324,EA87CB7C-6343-4473-BE54-DE197B426216,2021/10/21 15:23:25+00,PalmettoBayPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:03+00,PROSM,2024/03/05 07:27:42+00,20377697-64b6-4117-a681-80868e478eed
-8934552.53720001,2973158.9587,143,0131320000080,313251,Melreese Golf Course,1802 NW 37th Ave,Miami,33125,305-633-4583, ,Special Activity Park,133,Area-Wide,Fully Developed,Miami,25.79052,-80.26046,899506.000859164,530236.46614366,5ACBDA16-E6BD-4319-808D-C7B8D1304D1E,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:09+00,PROSM,2024/03/05 07:27:51+00,beb5bf0e-00c6-490c-a7d6-fd66a7ff1ffd
-8940408.03270001,2988622.9887,144,3220140070750,201404,ML Tax Dist.- (p-41),15520 Turnberry Dr,Miami Lakes,33014,305-698-9308, ,Mini Park,0,Local,Undeveloped,Miami Lakes,25.91553,-80.31305,881960.324336413,575580.277686827,BEFCD885-73C2-4523-BB93-7B9CCBA54238,2021/10/21 15:23:25+00,MiamiLakesPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:37+00,PROSM,2024/03/05 07:28:37+00,987cecde-6dbb-4aed-be33-f74ecef681ac
-8941177.8668,2987924.9948,145,3220230150530,202324,ML Tax Dist.- (p-42),15017 Coconut Court,Miami Lakes,33014,305-698-9308, ,Mini Park,0,Local,Undeveloped,Miami Lakes,25.90989,-80.31996,879697.825252496,573518.549526826,4ABDEB2A-754E-4512-95C4-1A649B0A4176,2021/10/21 15:23:25+00,MiamiLakesPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:24+00,PROSM,2024/03/05 07:28:16+00,15ce2fda-ffad-46be-9321-363b8192622c
-8920682.3154,2974728.9998,146,0232270000100,322754,Miami Beach Golf Club,2301 Alton Rd,Miami Beach,33140,305-532-3350,305-532-3350,Special Activity Park,144,Area-Wide,Fully Developed,Miami Beach,25.80321,-80.13586,940474.866099745,535101.610284738,D7275B86-0583-4561-9DD0-74D86941ACC4,2021/10/21 15:23:25+00,MiamiBeachPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:41+00,PROSM,2024/03/05 07:28:44+00,ea70f51e-3615-4211-b91a-19ba060aa4c9
-8924221.09680001,2990226.255,147,0722170030440,221751,Senator Gwen Margolis Amphitheater,16501 NE 16th Ave,North Miami Beach,33162,305-948-2957, ,Special Activity,2.75887974877,Local,Fully Developed,North Miami Beach,25.92848,-80.16765,929726.989301577,580565.481955238,00497441-5F09-49FE-81D3-1A27D0A88638,2021/10/21 15:23:25+00,NorthMiamiBeachPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:31+00,PROSM,2024/03/05 07:28:28+00,65500394-bba0-47fc-b138-fee62010e0be
-8925263.3399,2974126.7737,148, ,323050,Pace Park Picnic Islands,N Of Venitian Way /NE Of Margaret Pace Park,Miami,33140,305-960-2946, ,Special Activity Park,4,Area-Wide,Undeveloped,Miami,25.79834,-80.17701,926946.183183413,533244.522791572,7ED6A027-2986-4EED-80EB-C47C6B6E7B5D,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:38+00,PROSM,2024/03/05 07:28:40+00,79c97ec8-3f87-4a0e-8a79-0387874c1cb5
-8932139.3826,2993864.014,149,3411340150010, ,Hard Rock Stadium,347 Don Shula Dr,Miami Gardens,33056,305-622-8080,,Special Activity,143.27997288956,Local,Fully Developed,Miami Gardens,25.95787,-80.23877,906354.647594914,591018.900680907,B0748612-DE72-4D21-BFE3-FAC289A369A8,2021/10/21 15:23:25+00,MiamiGardensPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:08+00,PROSM,2024/03/05 07:27:49+00,b2eddd06-e61b-4a76-b8da-efc3f7b8d325
-8929703.2216,2985333.6631,150,0621260167300,212654,Thomas Sasso Pool and Water Playground,1100 NW 125th St,North Miami,33168,305-681-0701, ,Community/Neighborhood,1.33496031377,Local,Fully Developed,North Miami,25.88895,-80.2169,913626.920451913,566096.39901682,BC126DEA-AB83-442C-8817-D9B955346510,2021/10/21 15:23:25+00,NorthMiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:34+00,PROSM,2024/03/05 07:28:32+00,adeb8173-e47a-476d-b74a-56dccd28a8f2
-8936426.6426,2966990.8048,151,0341180062280,411850,William H. Kerdyk Biltmore Tennis Center,"1150 ANASTASIA AVE, CORAL GABLES, 33134",Coral Gables,33134,305-460-5620,Fabio Rodriguez,Single Purpose Park,5,Local,Fully Developed,Coral Gables,25.74062,-80.27729,894293.745711874,512124.704534419,3A7D46BD-A47B-43DC-8428-BC4DCCDE9DC5,2021/10/21 15:23:25+00,CoralGablesPark,2024/05/08 11:19:10+00,CoralGablesPark,PROSM,2024/01/31 10:03:16+00,PROSM,2024/05/14 15:56:42+00,f3abc2c0-a67d-432e-8799-d37811b36d1c
-8939760.9589,2989167.8582,152,3220130010250,201306,Miami Lakes Park,6411 NW 162nd St,Miami Lakes,33014,305-698-9308,305-558-0382,Community/Neighborhood,29,Local,Fully Developed,Miami Lakes,25.91993,-80.30724,883862.520007078,577190.446710572,21F38096-7FA6-4861-A5B2-14AF1CE6F81D,2021/10/21 15:23:25+00,MiamiLakesPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:11+00,PROSM,2024/03/05 07:27:55+00,9f1a7889-ad7d-43ee-8349-8610100cb533
-8937545.7832,2958185.1108,153,2050120080053,ITD30,Pinecrest Community Center,5855 SW 111th St,Pinecrest,33156,305.284.0900, ,Community/Neighborhood,0.34,Local,Fully Developed,Pinecrest,25.66934,-80.28734,890896.159811161,486145.290546656,0043D6EA-B97B-4E54-A0B4-7197C8E0EF68,2021/10/21 15:23:25+00,PinecrestPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:42+00,PROSM,2024/03/05 07:28:44+00,2acd8134-f1e7-4feb-b310-80a03fc0776f
-8937709.3535,2977835.4017,154,0531180130010,311852,Ludlam Drive Boat Ramp,N Royal Poincia Blvd & Albatross St,Miami Springs,33166,305-805-5075,,Special Activity,0.96398313888,Area-Wide,Fully Developed,Miami Springs,25.82833,-80.28881,890100.544932578,543930.765854739,7EAA39ED-841E-4AB5-A9E1-9A3B0583447E,2021/10/21 15:23:25+00,MiamiSpringsPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:05+00,PROSM,2024/03/05 07:27:45+00,0ff50c6c-0c8a-43e1-82d7-6d119fa93e54
-8921008.3999,2981477.1539,155,0232030000040,321051,Normandy Shores Golf Course,200 Fairway Dr,Miami Beach,33141,305-868-6502,305-868-6502,Special Activity Park,118,Area-Wide,Fully Developed,Miami Beach,25.85778,-80.13878,939381.187840912,554927.44891382,99707E7B-B851-4E86-9644-F350DC4A5481,2021/10/21 15:23:25+00,MiamiBeachPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:43+00,PROSM,2024/03/05 07:28:46+00,855c7374-0490-4110-b21a-121ef0638e0c
-8920170.3015,2974669.0153,156,0232270000100,322753,Bayshore Municipal Golf Course Par 3,2300 Pine Tree Dr ,Miami Beach,33140,305-673-7730, ,Special Activity Park,22,Area-Wide,Fully Developed,Miami Beach,25.80273,-80.13125,941989.352243997,534935.243491493,81DA9E54-D108-476E-A753-976C164B645E,2021/10/21 15:23:25+00,MiamiBeachPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:20+00,PROSM,2024/03/05 07:28:09+00,7887e9bb-d665-41cb-ba11-d47ce707e149
-8920885.0855,2992891.0614,157,2822030000330, ,Peace Park Tennis Court,3200 NE 188th St,Aventura,33180,305-466-0183,,Community/Neighborhood,1.16911349031,Local,Fully Developed,Aventura,25.95001,-80.13767,939525.056647662,588453.686651237,F7E63746-3CC3-4054-B3EA-DFA2824B6393,2021/10/21 15:23:25+00,AventuraPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:14+00,PROSM,2024/03/05 07:27:59+00,db961cd1-4779-4728-b807-5eaf563942bc
-8948402.6044,2977740.082,158,3530180040010,301801,Doral Meadow Park,11555 NW 58th St,Doral,33178,305-593-6606,305-593-6600,Community/Neighborhood,14,Local,Fully Developed,Doral,25.82756,-80.38488,858504.19113066,543491.291011907,D2CA5CF6-2294-43DE-ADDB-C8289D2718AF,2021/10/21 15:23:25+00,DoralPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:45+00,PROSM,2024/03/05 07:28:48+00,e646316e-92c9-4afb-9a6f-5b1a1326fadf
-8931796.3894,2988887.7597,159,3421150036540,211501,Bunche Park and Pool,15727 NW 22nd Ave,Miami Gardens,33054,305-622-8080, ,Community/Neighborhood,9,Local,Fully Developed,Miami Gardens,25.91767,-80.2357,907384.010693662,576498.596716322,C24BA757-D9ED-4B62-965D-FDD3803F28C0,2021/10/21 15:23:25+00,MiamiGardensPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:28+00,PROSM,2024/03/05 07:28:22+00,6049b295-00f9-4fcd-8bb6-e159f5577645
-8940921.6194,2986671.0084,160,3220230050730,202309,ML Tax Dist..- (p-24),7235 Bamboo St,Miami Lakes,33014,305-698-9308, ,Mini Park,0,Local,Undeveloped,Miami Lakes,25.89975,-80.31766,880473.659330744,569839.515546322,B46A31CD-D303-4DDA-9626-9147340F9F54,2021/10/21 15:23:25+00,MiamiLakesPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:42+00,PROSM,2024/03/05 07:28:45+00,552c223b-a831-41ec-93dd-fd53b94ac503
-8935977.904,2966910.5264,161,0341180050470,,Durango Park,"3405 DURANGO ST, CORAL GABLES, 33134",Coral Gables,33134,305-460-5620,Fabian Rodriguez,Neighborhood Park,0.05,Local,Open Space,Coral Gables,25.73997,-80.27326,895268.918407858,511834.174218009,548B7599-0287-444F-9462-66AE0B4C86EA,2021/10/21 15:23:25+00,CoralGablesPark,2024/05/23 17:30:57+00,E327883@miamidade.gov_MDC,PROSM,2024/01/31 10:03:37+00,PROSM,2024/05/29 07:42:51+00,0bb7dae0-763c-4cf0-bd11-aabd8731cb45
-8931516.5872,2971109.6824,162,0141030333270,410353,Glen Royal Park Triangle,NW 23rd Ave & NW Flagler Ter,Miami,33125,305-960-2946, ,Mini-Park,0.1842026314,Local,Fully Developed,Miami,25.77394,-80.23318,908515.012040578,524262.847841576,009772A5-87AC-4E25-8570-3773D6CB4D85,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:04+00,PROSM,2024/03/05 07:27:43+00,72b6b9f5-9755-4969-b43e-64311063a2f5
-8959506.918,2934629.848,163,1078120020150,790752,Wittkop Park,505 NW 9th St,Homestead,33030,305-224-4570, ,Community/Neighborhood,4,Local,Fully Developed,Homestead,25.47847,-80.48463,826186.124533329,416473.27634766,B56B8E28-18CE-41EC-80C4-6C5D27FB369C,2021/10/21 15:23:25+00,HomesteadPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:44+00,PROSM,2024/03/05 07:28:47+00,24f0c706-0cc0-4c17-a0e2-3b1af05c02ff
-8919317.9873,2992199.4167,164,3122110190010,ITD26,Pelican Community Park,18115 N Bay Rd,Sunny Isles Beach,33160,305-792-1706, ,Community/Neighborhood,2,Local,Fully Developed,Sunny Isles Beach,25.94442,-80.12359,944164.685819827,586453.700493738,593C23C8-DF32-4DFF-A26C-FDE9B1EC6414,2021/10/21 15:23:25+00,SunnyIslesBeachPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:21+00,PROSM,2024/03/05 07:28:11+00,ae17dadd-a064-4967-8cac-9e98b3a2bbf6
-8930288.0699,2971565.8654,165,0141020056850,410350,Miami Tridents RFC Park,1680 NW 5 St,Miami,33125,305-389-6736, ,Community/Neighborhood,2.62398246901,Local,Fully Developed,Miami,25.77763,-80.22214,912138.970999997,525625.405155823,00E542C8-47AB-46D3-B4A8-3DC85BFD39CB,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:35+00,PROSM,2024/03/05 07:28:35+00,91605746-ef54-4f03-880f-37934a0122fa
-8945150.3961,2947192.4627,166,3660080110460,600802,Cutler Ridge Park and Pool,10100 SW 200th St,Cutler Bay,33157,305-238-4166, ,Community/Neighborhood,13,Local,Fully Developed,Cutler Bay,25.5803,-80.35565,868552.575889494,453669.538897239,E6050F97-33E9-4A59-A83E-1E0F9AF5F609,2021/10/21 15:23:25+00,CutlerBayPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:15+00,PROSM,2024/03/05 07:28:01+00,444cb0fe-16fc-417a-a237-5da839b797dd
-8919811.7009,2981691.2817,167,0232020150020,ITD14,Unnamed Park Miami Beach,Wayne Ave / Bruce St,Miami Beach,33141,305-673-7730, ,Mini Park,0,Local,Fully Developed,Miami Beach,25.85951,-80.12803,942912.385830995,555579.926283404,D855E213-2380-4BB7-A055-78FF59A6E091,2021/10/21 15:23:25+00,MiamiBeachPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:11+00,PROSM,2024/03/05 07:27:55+00,31177d49-7f7b-4185-bbf6-9d08f07b60bc
-8935271.4235,2995046.5858,168,3411320090270,113201,Vista Verde Park,21001 NW 39th Ave,Miami Gardens,33055,305-622-8080, ,Community/Neighborhood,12,Local,Fully Developed,Miami Gardens,25.96742,-80.26691,897021.957270827,594522.92287232,87509D21-A4FD-4DD4-A824-5942F4D91BC2,2021/10/21 15:23:25+00,MiamiGardensPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:10+00,PROSM,2024/03/05 07:27:52+00,63fe3d3d-b079-4703-b007-19886f0813f2
-8927870.7919,2970595.2197,169,0102020701010,410151,Jose Marti Park,362 SW 4th St,Miami,33130,305-960-2945,MAURO BERMUDES,Community/Neighborhood,6,Local,Mini-Park,Miami,25.76978,-80.20043,919302.309363578,522814.237549827,5DA19C2F-EA68-4641-A0DB-92D013AF4BC1,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:42+00,PROSM,2024/03/05 07:28:45+00,8ab4934d-169f-4037-8175-2cffa61afbdd
-8931984.3015,2987345.5001,170,0821220000060,212250,Segal Park,2331 NW 143rd St,Opa Locka,33054,305-953-2842, ,Community/Neighborhood,2,Local,Fully Developed,Opa Locka,25.90521,-80.23738,906855.502236247,571965.940427326,42035B67-F500-4C51-A1D1-2E6545AAC5FF,2021/10/21 15:23:25+00,OpaLockaPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:15+00,PROSM,2024/03/05 07:28:00+00,faeb0e32-d63e-429c-9da7-edd9578d6350
-8935528.2595,2963684.786,171,,,Mall Street Median ,"900 MATANZAS AVE, CORAL GABLES, 33146",Coral Gables,33146,305-460-5620,Fabio Rodriguez,Neighborhood Park,0,Local,Green Line,Coral Gables,25.71386,-80.26922,896688.684082382,502269.560176795,F3C477D3-5AEC-4691-8C6C-63254A1C3FAA,2021/10/21 15:23:25+00,CoralGablesPark,2024/05/13 13:06:47+00,CoralGablesPark,PROSM,2024/01/31 10:03:21+00,PROSM,2024/05/14 15:56:47+00,dcfc0723-20ea-434d-bcf9-26b1ae2ff61d
-8934027.6648,2970685.2756,172,0341050500200,,Gateway Park Coral Gables,"142 SW 37TH AVE, CORAL GABLES, 33134",Coral Gables,33134,305-460-5620,Fabio Rodriguez,Community Park,0.33,Local,Open Space,Coral Gables,25.77051,-80.25574,901097.935043723,522971.559606394,46387D42-A8CF-46B5-8738-37B3C2F4B6BA,2023/07/14 18:26:49+00,CoralGablesPark,2024/05/13 10:57:10+00,CoralGablesPark,PROSM,2024/01/31 10:03:00+00,PROSM,2024/05/14 15:56:45+00,f9873d03-15a3-40fe-8e49-79f8dda0d877
-8931082.9825,2966795.3244,173,0141150330050,411550,Silver Bluff Park,2901 SW 22nd Ave,Miami,33133,305-960-2946, ,Mini Park,0,Local,Fully Developed,Miami,25.73903,-80.22928,909871.046073914,511583.243607655,C7354953-6427-44A4-B083-0257D64EA18A,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:28+00,PROSM,2024/03/05 07:28:23+00,4e1bec41-dcd5-46c4-a2f5-adef91b08c99
